emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
"@lutfimuhamad_ BETUL,HRS.PSBB NEW NOEMAL...KALAU KARANG PSBB.DIPERKETAT RAFI.AND AHOK ...HARUS NYA PASALNYA LEBIH DAHSAT......HUKUMANNYA SEUMUR HIDUP.😭😭😭😭😭😭😭😭😭🤣🤣🤣🤣🤣🤣🤣🤣 DUNIA....DAGELAN...","BETUL,HRS.PSBB NEW NOEMAL...KALAU KARANG PSBB.DIPERKETAT RAFI.AND AHOK ...HARUS NYA PASALNYA LEBIH DAHSAT......HUKUMANNYA SEUMUR HIDUP. loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing DUNIA....DAGELAN...","BETUL,HRS.PSBB NEW NOEMAL...KALAU KARANG PSBB.DIPERKETAT RAFI.AND AHOK ...HARUS NYA PASALNYA LEBIH DAHSAT......HUKUMANNYA SEUMUR HIDUP. loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis loudly_Wajah menangis berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa DUNIA....DAGELAN...",betulhrspsbb new noemalkalau karang psbbdiperketat rafiand ahok harus nya pasalnya lebih dahsathukumannya seumur hidup loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis loudlywajah menangis bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa duniadagelan,"['betulhrspsbb', 'new', 'noemalkalau', 'karang', 'psbbdiperketat', 'rafiand', 'ahok', 'harus', 'nya', 'pasalnya', 'lebih', 'dahsathukumannya', 'seumur', 'hidup', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'duniadagelan']","['betulhrspsbb', 'new', 'noemalkalau', 'karang', 'psbbdiperketat', 'rafiand', 'ahok', 'harus', 'nya', 'pasalnya', 'lebih', 'dahsathukumannya', 'seumur', 'hidup', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'loudlywajah', 'menangis', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'duniadagelan']","['betulhrspsbb', 'new', 'noemalkalau', 'karang', 'psbbdiperketat', 'rafiand', 'ahok', 'harus', 'nya', 'pasal', 'lebih', 'dahsathukumannya', 'umur', 'hidup', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'duniadagelan']","['betulhrspsbb', 'new', 'noemalkalau', 'karang', 'psbbdiperketat', 'rafiand', 'ahok', 'pasal', 'dahsathukumannya', 'umur', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'loudlywajah', 'menang', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'duniadagelan']",betulhrspsbb new noemalkalau karang psbbdiperketat rafiand ahok pasal dahsathukumannya umur loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang loudlywajah menang bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa duniadagelan,negatif
"@obeyajaa @taufiqrus Kok mbanya tidak mengomentari tentang tweet awal dari @taufiqrus tentang perbandingan masa psbb transisi dan diperketat, bukannya keduanya sama aja yaitu penyelenggaraan kekarantinaan kesehatan ? Bukannya mbanya sering mengomentari tentang penggunaan istilah 🙏","Kok mbanya tidak mengomentari tentang tweet awal dari tentang perbandingan masa psbb transisi dan diperketat, bukannya keduanya sama aja yaitu penyelenggaraan kekarantinaan kesehatan ? Bukannya mbanya sering mengomentari tentang penggunaan istilah folded_hands","Kok mbanya tidak mengomentari tentang tweet awal dari tentang perbandingan masa psbb transisi dan diperketat, bukannya keduanya sama aja yaitu penyelenggaraan kekarantinaan kesehatan ? Bukannya mbanya sering mengomentari tentang penggunaan istilah folded_hands",kok mbanya tidak mengomentari tentang tweet awal dari tentang perbandingan masa psbb transisi dan diperketat bukannya keduanya sama aja yaitu penyelenggaraan kekarantinaan kesehatan  bukannya mbanya sering mengomentari tentang penggunaan istilah foldedhands,"['kok', 'mbanya', 'tidak', 'mengomentari', 'tentang', 'tweet', 'awal', 'dari', 'tentang', 'perbandingan', 'masa', 'psbb', 'transisi', 'dan', 'diperketat', 'bukannya', 'keduanya', 'sama', 'aja', 'yaitu', 'penyelenggaraan', 'kekarantinaan', 'kesehatan', 'bukannya', 'mbanya', 'sering', 'mengomentari', 'tentang', 'penggunaan', 'istilah', 'foldedhands']","['kok', 'mbanya', 'tidak', 'mengomentari', 'tentang', 'tweet', 'awal', 'dari', 'tentang', 'perbandingan', 'masa', 'psbb', 'transisi', 'dan', 'diperketat', 'bukannya', 'keduanya', 'sama', 'aja', 'yaitu', 'penyelenggaraan', 'kekarantinaan', 'kesehatan', 'bukannya', 'mbanya', 'sering', 'mengomentari', 'tentang', 'penggunaan', 'istilah', 'foldedhands']","['kok', 'mbanya', 'tidak', 'komentar', 'tentang', 'tweet', 'awal', 'dari', 'tentang', 'banding', 'masa', 'psbb', 'transisi', 'dan', 'ketat', 'bukan', 'dua', 'sama', 'aja', 'yaitu', 'selenggara', 'karantina', 'sehat', 'bukan', 'mbanya', 'sering', 'komentar', 'tentang', 'guna', 'istilah', 'foldedhands']","['mbanya', 'komentar', 'tweet', 'banding', 'transisi', 'ketat', 'selenggara', 'karantina', 'sehat', 'mbanya', 'komentar', 'istilah', 'foldedhands']",mbanya komentar tweet banding transisi ketat selenggara karantina sehat mbanya komentar istilah foldedhands,netral
"@labuerlenmeyerr nerapin psbb sebatas tutup sebelum jam malam (jam 9), pembatasan 50% pengunjung gitu gitu ga berlaku keknya","nerapin psbb sebatas tutup sebelum jam malam (jam 9), pembatasan 50% pengunjung gitu gitu ga berlaku keknya","nerapin psbb sebatas tutup sebelum jam malam (jam 9), pembatasan 50% pengunjung gitu gitu ga berlaku keknya",nerapin psbb sebatas tutup sebelum jam malam jam   pembatasan   pengunjung gitu gitu ga berlaku keknya,"['nerapin', 'psbb', 'sebatas', 'tutup', 'sebelum', 'jam', 'malam', 'jam', 'pembatasan', 'pengunjung', 'gitu', 'gitu', 'ga', 'berlaku', 'keknya']","['nerapin', 'psbb', 'sebatas', 'tutup', 'sebelum', 'jam', 'malam', 'jam', 'pembatasan', 'pengunjung', 'gitu', 'gitu', 'tidak', 'berlaku', 'keknya']","['nerapin', 'psbb', 'batas', 'tutup', 'belum', 'jam', 'malam', 'jam', 'batas', 'unjung', 'gitu', 'gitu', 'tidak', 'laku', 'kek']","['nerapin', 'batas', 'tutup', 'malam', 'batas', 'unjung']",nerapin batas tutup malam batas unjung,negatif
@JogjaUpdate di Jogja namanya PSTKM bukan PSBB 😊   https://t.co/wl8baSCLe4,di Jogja namanya PSTKM bukan PSBB smiling_face_with_smiling_eyes https //t.co/wl8baSCLe4,di Jogja namanya PSTKM bukan PSBB Wajah tersenyum dengan mata tersenyum https //t.co/wl8baSCLe4,di jogja namanya pstkm bukan psbb wajah tersenyum dengan mata tersenyum   tcowl bascle ,"['di', 'jogja', 'namanya', 'pstkm', 'bukan', 'psbb', 'wajah', 'tersenyum', 'dengan', 'mata', 'tersenyum', 'tcowl', 'bascle']","['di', 'jogja', 'namanya', 'pstkm', 'bukan', 'psbb', 'wajah', 'tersenyum', 'dengan', 'mata', 'tersenyum', 'tcowl', 'bascle']","['di', 'jogja', 'nama', 'pstkm', 'bukan', 'psbb', 'wajah', 'senyum', 'dengan', 'mata', 'senyum', 'tcowl', 'bascle']","['jogja', 'pstkm', 'senyum', 'senyum', 'tcowl', 'bascle']",jogja pstkm senyum senyum tcowl bascle,positif
@apiip___ kalau tempat makan yang dipinggir jalan gitu gimana? nerapin psbb gak?,kalau tempat makan yang dipinggir jalan gitu gimana? nerapin psbb gak?,kalau tempat makan yang dipinggir jalan gitu gimana? nerapin psbb gak?,kalau tempat makan yang dipinggir jalan gitu gimana nerapin psbb gak,"['kalau', 'tempat', 'makan', 'yang', 'dipinggir', 'jalan', 'gitu', 'gimana', 'nerapin', 'psbb', 'gak']","['kalau', 'tempat', 'makan', 'yang', 'dipinggir', 'jalan', 'gitu', 'gimana', 'nerapin', 'psbb', 'gak']","['kalau', 'tempat', 'makan', 'yang', 'pinggir', 'jalan', 'gitu', 'gimana', 'nerapin', 'psbb', 'gak']","['makan', 'pinggir', 'nerapin']",makan pinggir nerapin,netral
@y_rensa @frhdriaan untung lg psbb wkwkkw,untung lg psbb wkwkkw,untung lg psbb wkwkkw,untung lg psbb wkwkkw,"['untung', 'lg', 'psbb', 'wkwkkw']","['untung', 'lg', 'psbb', 'wkwkkw']","['untung', 'lg', 'psbb', 'wkwkkw']","['untung', 'wkwkkw']",untung wkwkkw,positif
"Realita PSBB yg terus2an dicuekin oleh @aniesbaswedan @jokowi @ridwankamil @ganjarpranowo @KhofifahIP : Rakyat level bawah ga bener2 peduli PSBB. Bansos dilain pihak, sangat yummy. Dan Rumah Sakit tetep klepek2.  Mending dari awal: Perkuat RS. Lupakan PSBB.. Tanya RS butuh apa!  https://t.co/jgE8HGo6wq","Realita PSBB yg terus2an dicuekin oleh Rakyat level bawah ga bener2 peduli PSBB. Bansos dilain pihak, sangat yummy. Dan Rumah Sakit tetep klepek2. Mending dari awal Perkuat RS. Lupakan PSBB.. Tanya RS butuh apa! https //t.co/jgE8HGo6wq","Realita PSBB yg terus2an dicuekin oleh Rakyat level bawah ga bener2 peduli PSBB. Bansos dilain pihak, sangat yummy. Dan Rumah Sakit tetep klepek2. Mending dari awal Perkuat RS. Lupakan PSBB.. Tanya RS butuh apa! https //t.co/jgE8HGo6wq",realita psbb yg terus an dicuekin oleh rakyat level bawah ga bener  peduli psbb bansos dilain pihak sangat yummy dan rumah sakit tetep klepek  mending dari awal perkuat rs lupakan psbb tanya rs butuh apa   tcojge hgo wq,"['realita', 'psbb', 'yg', 'terus', 'an', 'dicuekin', 'oleh', 'rakyat', 'level', 'bawah', 'ga', 'bener', 'peduli', 'psbb', 'bansos', 'dilain', 'pihak', 'sangat', 'yummy', 'dan', 'rumah', 'sakit', 'tetep', 'klepek', 'mending', 'dari', 'awal', 'perkuat', 'rs', 'lupakan', 'psbb', 'tanya', 'rs', 'butuh', 'apa', 'tcojge', 'hgo', 'wq']","['realita', 'psbb', 'yg', 'terus', 'an', 'dicuekin', 'oleh', 'rakyat', 'level', 'bawah', 'tidak', 'benar', 'peduli', 'psbb', 'bansos', 'dilain', 'pihak', 'sangat', 'yummy', 'dan', 'rumah', 'sakit', 'tetap', 'klepek', 'mending', 'dari', 'awal', 'perkuat', 'rs', 'lupakan', 'psbb', 'tanya', 'rs', 'butuh', 'apa', 'tcojge', 'hgo', 'wq']","['realita', 'psbb', 'yg', 'terus', 'an', 'dicuekin', 'oleh', 'rakyat', 'level', 'bawah', 'tidak', 'benar', 'peduli', 'psbb', 'bansos', 'lain', 'pihak', 'sangat', 'yummy', 'dan', 'rumah', 'sakit', 'tetap', 'klepek', 'mending', 'dari', 'awal', 'kuat', 'rs', 'lupa', 'psbb', 'tanya', 'rs', 'butuh', 'apa', 'tcojge', 'hgo', 'wq']","['realita', 'dicuekin', 'rakyat', 'level', 'peduli', 'bansos', 'yummy', 'rumah', 'sakit', 'klepek', 'mending', 'kuat', 'rs', 'lupa', 'rs', 'butuh', 'tcojge', 'hgo', 'wq']",realita dicuekin rakyat level peduli bansos yummy rumah sakit klepek mending kuat rs lupa rs butuh tcojge hgo wq,negatif
"*merenungi smt ini* perasaan baru kmrn pandemi, psbb, uts, uas, liburan smt. kok skrg udh menjelang uas lagi aja.  https://t.co/in9gCJiVSL","*merenungi smt ini* perasaan baru kmrn pandemi, psbb, uts, uas, liburan smt. kok skrg udh menjelang uas lagi aja. https //t.co/in9gCJiVSL","*merenungi smt ini* perasaan baru kmrn pandemi, psbb, uts, uas, liburan smt. kok skrg udh menjelang uas lagi aja. https //t.co/in9gCJiVSL",merenungi smt ini perasaan baru kmrn pandemi psbb uts uas liburan smt kok skrg udh menjelang uas lagi aja   tcoin gcjivsl,"['merenungi', 'smt', 'ini', 'perasaan', 'baru', 'kmrn', 'pandemi', 'psbb', 'uts', 'uas', 'liburan', 'smt', 'kok', 'skrg', 'udh', 'menjelang', 'uas', 'lagi', 'aja', 'tcoin', 'gcjivsl']","['merenungi', 'smt', 'ini', 'perasaan', 'baru', 'kemarin', 'pandemi', 'psbb', 'uts', 'uas', 'liburan', 'smt', 'kok', 'sekarang', 'udah', 'menjelang', 'uas', 'lagi', 'aja', 'tcoin', 'gcjivsl']","['renung', 'smt', 'ini', 'asa', 'baru', 'kemarin', 'pandemi', 'psbb', 'uts', 'uas', 'libur', 'smt', 'kok', 'sekarang', 'udah', 'jelang', 'uas', 'lagi', 'aja', 'tcoin', 'gcjivsl']","['renung', 'smt', 'kemarin', 'pandemi', 'uts', 'uas', 'libur', 'smt', 'jelang', 'uas', 'tcoin', 'gcjivsl']",renung smt kemarin pandemi uts uas libur smt jelang uas tcoin gcjivsl,netral
PSBB ga ada salahnya kan via virtual PDKT?,PSBB ga ada salahnya kan via virtual PDKT?,PSBB ga ada salahnya kan via virtual PDKT?,psbb ga ada salahnya kan via virtual pdkt,"['psbb', 'ga', 'ada', 'salahnya', 'kan', 'via', 'virtual', 'pdkt']","['psbb', 'tidak', 'ada', 'salahnya', 'kan', 'via', 'virtual', 'pdkt']","['psbb', 'tidak', 'ada', 'salah', 'kan', 'via', 'virtual', 'pdkt']","['via', 'virtual', 'pdkt']",via virtual pdkt,netral
"Rafi &amp; Ahok harus ditangkap, sebab ada pelanggaran berat saat PSBB. Sedangkan IBHRS aja udah Bayar denda, minta ma'af masih juga dijadikan tersangka.","Rafi &amp; Ahok harus ditangkap, sebab ada pelanggaran berat saat PSBB. Sedangkan IBHRS aja udah Bayar denda, minta ma'af masih juga dijadikan tersangka.","Rafi &amp; Ahok harus ditangkap, sebab ada pelanggaran berat saat PSBB. Sedangkan IBHRS aja udah Bayar denda, minta ma'af masih juga dijadikan tersangka.",rafi amp ahok harus ditangkap sebab ada pelanggaran berat saat psbb sedangkan ibhrs aja udah bayar denda minta maaf masih juga dijadikan tersangka,"['rafi', 'amp', 'ahok', 'harus', 'ditangkap', 'sebab', 'ada', 'pelanggaran', 'berat', 'saat', 'psbb', 'sedangkan', 'ibhrs', 'aja', 'udah', 'bayar', 'denda', 'minta', 'maaf', 'masih', 'juga', 'dijadikan', 'tersangka']","['rafi', 'amp', 'ahok', 'harus', 'ditangkap', 'sebab', 'ada', 'pelanggaran', 'berat', 'saat', 'psbb', 'sedangkan', 'ibhrs', 'aja', 'udah', 'bayar', 'denda', 'minta', 'maaf', 'masih', 'juga', 'dijadikan', 'tersangka']","['rafi', 'amp', 'ahok', 'harus', 'tangkap', 'sebab', 'ada', 'langgar', 'berat', 'saat', 'psbb', 'sedang', 'ibhrs', 'aja', 'udah', 'bayar', 'denda', 'minta', 'maaf', 'masih', 'juga', 'jadi', 'sangka']","['rafi', 'ahok', 'tangkap', 'langgar', 'ibhrs', 'bayar', 'denda', 'maaf', 'sangka']",rafi ahok tangkap langgar ibhrs bayar denda maaf sangka,negatif
"Nunggu selesai psbb untuk bisa ke malang :""(((","Nunggu selesai psbb untuk bisa ke malang ""(((","Nunggu selesai psbb untuk bisa ke malang ""(((",nunggu selesai psbb untuk bisa ke malang ,"['nunggu', 'selesai', 'psbb', 'untuk', 'bisa', 'ke', 'malang']","['nunggu', 'selesai', 'psbb', 'untuk', 'bisa', 'ke', 'malang']","['nunggu', 'selesai', 'psbb', 'untuk', 'bisa', 'ke', 'malang']","['nunggu', 'selesai', 'malang']",nunggu selesai malang,negatif
@Askrlfess naik kereta pas psbb gini gimana ya 🤔 2 bangku di isi 1 orang kali ya,naik kereta pas psbb gini gimana ya thinking_face 2 bangku di isi 1 orang kali ya,naik kereta pas psbb gini gimana ya berpikir wajah 2 bangku di isi 1 orang kali ya,naik kereta pas psbb gini gimana ya berpikir wajah   bangku di isi   orang kali ya,"['naik', 'kereta', 'pas', 'psbb', 'gini', 'gimana', 'ya', 'berpikir', 'wajah', 'bangku', 'di', 'isi', 'orang', 'kali', 'ya']","['naik', 'kereta', 'pas', 'psbb', 'gini', 'gimana', 'ya', 'berpikir', 'wajah', 'bangku', 'di', 'isi', 'orang', 'kali', 'ya']","['naik', 'kereta', 'pas', 'psbb', 'gin', 'gimana', 'ya', 'pikir', 'wajah', 'bangku', 'di', 'isi', 'orang', 'kali', 'ya']","['kereta', 'pikir', 'bangku', 'isi']",kereta pikir bangku isi,netral
Dugaan saya Ahok dan Raffi Achmad akan dihukum lebih berat krn pemerintah lg menjalankan PSBB,Dugaan saya Ahok dan Raffi Achmad akan dihukum lebih berat krn pemerintah lg menjalankan PSBB,Dugaan saya Ahok dan Raffi Achmad akan dihukum lebih berat krn pemerintah lg menjalankan PSBB,dugaan saya ahok dan raffi achmad akan dihukum lebih berat krn pemerintah lg menjalankan psbb,"['dugaan', 'saya', 'ahok', 'dan', 'raffi', 'achmad', 'akan', 'dihukum', 'lebih', 'berat', 'krn', 'pemerintah', 'lg', 'menjalankan', 'psbb']","['dugaan', 'saya', 'ahok', 'dan', 'raffi', 'achmad', 'akan', 'dihukum', 'lebih', 'berat', 'karena', 'pemerintah', 'lg', 'menjalankan', 'psbb']","['duga', 'saya', 'ahok', 'dan', 'raffi', 'achmad', 'akan', 'hukum', 'lebih', 'berat', 'karena', 'perintah', 'lg', 'jalan', 'psbb']","['duga', 'ahok', 'raffi', 'achmad', 'hukum', 'perintah']",duga ahok raffi achmad hukum perintah,positif
Emang nih yah semua kerjaan di reschedule grgr psbb psbb an,Emang nih yah semua kerjaan di reschedule grgr psbb psbb an,Emang nih yah semua kerjaan di reschedule grgr psbb psbb an,emang nih yah semua kerjaan di reschedule grgr psbb psbb an,"['emang', 'nih', 'yah', 'semua', 'kerjaan', 'di', 'reschedule', 'grgr', 'psbb', 'psbb', 'an']","['emang', 'nih', 'yah', 'semua', 'kerjaan', 'di', 'reschedule', 'gara-gara', 'psbb', 'psbb', 'an']","['emang', 'nih', 'yah', 'semua', 'kerja', 'di', 'reschedule', 'gara-gara', 'psbb', 'psbb', 'an']","['emang', 'reschedule', 'gara-gara']",emang reschedule gara-gara,negatif
iya psbb  https://t.co/XSXFOntBAY,iya psbb https //t.co/XSXFOntBAY,iya psbb https //t.co/XSXFOntBAY,iya psbb   tcoxsxfontbay,"['iya', 'psbb', 'tcoxsxfontbay']","['iya', 'psbb', 'tcoxsxfontbay']","['iya', 'psbb', 'tcoxsxfontbay']",['tcoxsxfontbay'],tcoxsxfontbay,positif
@camaays Salah satu hal yg fana ketika PSBB sedih,Salah satu hal yg fana ketika PSBB sedih,Salah satu hal yg fana ketika PSBB sedih,salah satu hal yg fana ketika psbb sedih,"['salah', 'satu', 'hal', 'yg', 'fana', 'ketika', 'psbb', 'sedih']","['salah', 'satu', 'hal', 'yg', 'fana', 'ketika', 'psbb', 'sedih']","['salah', 'satu', 'hal', 'yg', 'fana', 'ketika', 'psbb', 'sedih']","['fana', 'sedih']",fana sedih,negatif
seberapa ngaruh psbb di kota kalian? di kotaku ko kaya gaada psbb ya😭,seberapa ngaruh psbb di kota kalian? di kotaku ko kaya gaada psbb ya loudly_crying_face,seberapa ngaruh psbb di kota kalian? di kotaku ko kaya gaada psbb ya loudly_Wajah menangis,seberapa ngaruh psbb di kota kalian di kotaku ko kaya gaada psbb ya loudlywajah menangis,"['seberapa', 'ngaruh', 'psbb', 'di', 'kota', 'kalian', 'di', 'kotaku', 'ko', 'kaya', 'gaada', 'psbb', 'ya', 'loudlywajah', 'menangis']","['seberapa', 'ngaruh', 'psbb', 'di', 'kota', 'kalian', 'di', 'kotaku', 'ko', 'kaya', 'gaada', 'psbb', 'ya', 'loudlywajah', 'menangis']","['berapa', 'ngaruh', 'psbb', 'di', 'kota', 'kalian', 'di', 'kota', 'ko', 'kaya', 'gaada', 'psbb', 'ya', 'loudlywajah', 'menang']","['ngaruh', 'kota', 'kota', 'ko', 'kaya', 'gaada', 'loudlywajah', 'menang']",ngaruh kota kota ko kaya gaada loudlywajah menang,negatif
this is the right time to go back to ‘home’ ✨  *nunggu psbb kelar*,this is the right time to go back to ‘home’ sparkles *nunggu psbb kelar*,this is the right time to go back to ‘home’ sparkles *nunggu psbb kelar*,this is the right time to go back to home sparkles nunggu psbb kelar,"['this', 'is', 'the', 'right', 'time', 'to', 'go', 'back', 'to', 'home', 'sparkles', 'nunggu', 'psbb', 'kelar']","['this', 'is', 'the', 'right', 'time', 'to', 'go', 'back', 'to', 'home', 'sparkles', 'nunggu', 'psbb', 'kelar']","['this', 'is', 'the', 'right', 'time', 'to', 'go', 'back', 'to', 'home', 'sparkles', 'nunggu', 'psbb', 'kelar']","['this', 'right', 'time', 'back', 'home', 'sparkles', 'nunggu', 'kelar']",this right time back home sparkles nunggu kelar,positif
"dulu awal2 psbb ""KITA BUTUH VAKSIN BIAR CORONA INI ILANG DARI MUKA BUMI"" kapn udah ketemu ni vaksin ""NANTI KITA LUMPUH,NANTI KITA DI PASANG CHIP DI TUBUH KITA SAMA PEMERINTAH"" MANUSIA KONTOL LABIL","dulu awal2 psbb ""KITA BUTUH VAKSIN BIAR CORONA INI ILANG DARI MUKA BUMI"" kapn udah ketemu ni vaksin ""NANTI KITA LUMPUH,NANTI KITA DI PASANG CHIP DI TUBUH KITA SAMA PEMERINTAH"" MANUSIA KONTOL LABIL","dulu awal2 psbb ""KITA BUTUH VAKSIN BIAR CORONA INI ILANG DARI MUKA BUMI"" kapn udah ketemu ni vaksin ""NANTI KITA LUMPUH,NANTI KITA DI PASANG CHIP DI TUBUH KITA SAMA PEMERINTAH"" MANUSIA KONTOL LABIL",dulu awal  psbb kita butuh vaksin biar corona ini ilang dari muka bumi kapn udah ketemu ni vaksin nanti kita lumpuhnanti kita di pasang chip di tubuh kita sama pemerintah manusia kontol labil,"['dulu', 'awal', 'psbb', 'kita', 'butuh', 'vaksin', 'biar', 'corona', 'ini', 'ilang', 'dari', 'muka', 'bumi', 'kapn', 'udah', 'ketemu', 'ni', 'vaksin', 'nanti', 'kita', 'lumpuhnanti', 'kita', 'di', 'pasang', 'chip', 'di', 'tubuh', 'kita', 'sama', 'pemerintah', 'manusia', 'kontol', 'labil']","['dulu', 'awal', 'psbb', 'kita', 'butuh', 'vaksin', 'biar', 'corona', 'ini', 'ilang', 'dari', 'muka', 'bumi', 'kapn', 'udah', 'ketemu', 'ni', 'vaksin', 'nanti', 'kita', 'lumpuhnanti', 'kita', 'di', 'pasang', 'chip', 'di', 'tubuh', 'kita', 'sama', 'pemerintah', 'manusia', 'kontol', 'labil']","['dulu', 'awal', 'psbb', 'kita', 'butuh', 'vaksin', 'biar', 'corona', 'ini', 'ilang', 'dari', 'muka', 'bumi', 'kapn', 'udah', 'ketemu', 'ni', 'vaksin', 'nanti', 'kita', 'lumpuhnanti', 'kita', 'di', 'pasang', 'chip', 'di', 'tubuh', 'kita', 'sama', 'perintah', 'manusia', 'kontol', 'labil']","['butuh', 'vaksin', 'corona', 'ilang', 'muka', 'bumi', 'kapn', 'ketemu', 'vaksin', 'lumpuhnanti', 'pasang', 'chip', 'tubuh', 'perintah', 'manusia', 'kontol', 'labil']",butuh vaksin corona ilang muka bumi kapn ketemu vaksin lumpuhnanti pasang chip tubuh perintah manusia kontol labil,negatif
@chikibalIs Lagi pada takut razia psbb,Lagi pada takut razia psbb,Lagi pada takut razia psbb,lagi pada takut razia psbb,"['lagi', 'pada', 'takut', 'razia', 'psbb']","['lagi', 'pada', 'takut', 'razia', 'psbb']","['lagi', 'pada', 'takut', 'razia', 'psbb']","['takut', 'razia']",takut razia,negatif
@SHADYBElGE nantii abis psbb aku main lagii kesanaaa 🥰,nantii abis psbb aku main lagii kesanaaa smiling_face_with_hearts,nantii abis psbb aku main lagii kesanaaa Wajah tersenyum dengan hati,nantii abis psbb aku main lagii kesanaaa wajah tersenyum dengan hati,"['nantii', 'abis', 'psbb', 'aku', 'main', 'lagii', 'kesanaaa', 'wajah', 'tersenyum', 'dengan', 'hati']","['nantii', 'abis', 'psbb', 'aku', 'main', 'lagii', 'kesanaaa', 'wajah', 'tersenyum', 'dengan', 'hati']","['nanti', 'abis', 'psbb', 'aku', 'main', 'lagi', 'kesanaaa', 'wajah', 'senyum', 'dengan', 'hati']","['abis', 'main', 'kesanaaa', 'senyum', 'hati']",abis main kesanaaa senyum hati,positif
Psbb mulu ngefek kagak,Psbb mulu ngefek kagak,Psbb mulu ngefek kagak,psbb mulu ngefek kagak,"['psbb', 'mulu', 'ngefek', 'kagak']","['psbb', 'mulu', 'ngefek', 'kagak']","['psbb', 'mulu', 'ngefek', 'kagak']","['mulu', 'ngefek']",mulu ngefek,negatif
