text,sentiment
@Fighhters @sbyfess Psbb wkwwk anyway thank u,netral
@_Nandasrhndyni Lagi psbb soalnya Ga boleh kontak kontakan,positif
@vvishnuuu Atiku sek psbb,netral
"Mungkin sisi positif psbb solo raya, wong wong e kon diet, jam 7,8,9 wayah e madhang jajan, okeh seng tutup, lumayan 2 minggu misal mudun 2 kg hloo wkwkwkwkwk",positif
Masio PSBB. aku tetep mecintaimu  Allahummarhamna bil qur'an 😊  https://t.co/82BaXrsYJT,positif
@Ontaaa69 Maem opo a psbb tutup kabehhh,netral
Rasah ngenteni psbb ora ngenteni jaga jarak dee we koyone wes ngadoh ko aku kok wkwk,netral
"Gw gak pernah baca2 aturan pemerintah. Gw nggak percaya. PSBB lah, PPKM lah. Gak ada yg gw ngerti maksudnya.  Gw pake masker, handsanitizer, desinfektan spray, dsb, bukan krn aturan mereka.  Actually, begitu gw tau mrk ngawur, gw gak dengerin mrk lagi.",negatif
"Kodim Karanganyar Selamat Malam Selasa ,12-01-2021 Pukul 20:00 Wib Koptu Setyo Nur dan kpt Heru  anggota Koramil 16/Colomadu bersama Polsek Clm Satpol PP Colomadu. melaks apel bersama dalam rangka menindak lanjuti intruksi Bupati no2 th 2021 tentang PSBB di wilayah Kec Colomadu.  https://t.co/FnjE3vF6Ky",positif
"Kodim Karanganyar Selamat Malam Selasa ,12-01-2021 Pukul 20:00 Wib Koptu Setyo Nur dan kpt Heru  anggota Koramil 16/Colomadu bersama Polsek Clm Satpol PP Colomadu. melaks apel bersama dalam rangka menindak lanjuti intruksi Bupati no2 th 2021 tentang PSBB di wilayah Kec Colomadu.  https://t.co/fkstn8WR7S",positif
"Kodim Karanganyar Selamat Malam Selasa ,12-01-2021 Pukul 20:00 Wib Koptu Setyo Nur dan kpt Heru  anggota Koramil 16/Colomadu bersama Polsek Clm Satpol PP Colomadu. melaks apel bersama dalam rangka menindak lanjuti intruksi Bupati no2 th 2021 tentang PSBB di wilayah Kec Colomadu.  https://t.co/DkKqJjThbs",positif
Segala hal dibatasi sampai batas bingung mau membatasi apa #cukupjarakyangmembatasi #Biarkankamimencarirejekitanpabatasan #tetapprotokol #psbb,negatif
Yang PSBB cuma kota kita bukan chat kita ataupun hati kita.,netral
@SirDandy Tak pikir lek PSBB iku trayek angkot.,netral
"@flrnsyalkllo @ekputri @szzfbro @allfffaaaannnnn @Kudanielishere @nslxxxi @dimazsetiawan_ @alasanmubahagia @bong_tn @receive123 @tarogemshi @VanSershi @dstypink @GALBINXZ @misellia_ Dia ngambil jurnal tanpa izin itu salah,menegakkan  psbb tapi yang menegakan ga paham situasi protokol kesehatan,itu salah.jelas dia bilang puluhan orang berdesakan buat ambil foto itu tindakan penumpukan masa,yakan.",netral
"Seperti PSBB, Pintu Masuk Perbatasan Banjarmasin Dijaga Ketat Malam Hari.  https://t.co/gG2hQNGhGd",positif
aduh psbb lg bikin nyenggol beberapa obligasi,negatif
#. psbb keluar malem gini sepi jg ya,netral
@keeiluv Yu diem yuu drmh selama psbb wkwk,positif
@nekonyansu Iyo. Tapi iki kan mediun psbb dadi mbuh malih pie,netral
"Sekarang pemerintah daerah melakukan PPKM ( Pemberlakuan Pembatasan Kegiatan Masyarakat ) yang menurut saya itu sama seperti PSBB yang ada tapi lebih detailnya hingga tingkat RT dan RW. Namun nyatanya cuma sekedar mengurai kerumunan, memberikan himbauan, aksi upload di instagram",negatif
PSBB itu fana  https://t.co/rPmp5VkHzj,negatif
perasaan “keknya sebelum psbb dah suruh balik jakarta”,netral
mau psbb atau ppkm atau apalah. aku jg tetep jd deadwood di kamar 😊,positif
"2 minggu psbb bisa dimanfaatin buat ttp dirumah, biar sekalian nabung, sekalian perhatiin makan lagi, sekalian istirahat mumpung baru selesai uas (1 lg), bisa mikir mau ngapain lagi ye",positif
@misellia_ Gua punya kedai yg kedai kopi operasinya malem btw siang siang jarang bnget yg ngopi juga paling pulang kerja ngerjain tugad gitu gara gara psbb off tapi ya gimana lagi pemerintah punya alasan buat psbb juga,positif
Kesempatan psbb gw cari suasana gini di bandung. Gw poto.,positif
"eh bentar masa tmn aku blg psbb gaboleh goncengan kalo bw motor, seriusan ini?",netral
"@WildanHabibi02 Oleh, duduk psbb kok",netral
Kan saiki usum e psbb maneh gaoleh kontak fisik yaopo nek kontak wa ae wkwk,netral
2000 Personil Satpol PP Dikerahkan Awasi PSBB Ketat. Sebanyak 2 ribu petugas Satpol PP untuk mengawasi pelaksanaan Pembatasan Sosial Berskala Besar (PSBB) ketat.   https://t.co/4jvf6Obkd6,positif
"Ada kedai kopi bukanya ba'da subuh kasih tagline ""buka pagi, kalo malam kena PSBB"" anjir ngakak😂😂",positif
@DonAdam68 10 bulan  babak belur.. Stuck sjk awal pandemic.. 2 weeks PSBB/PPKM..apapun itu istilahnya.. Waktunya move on.. No contact phisic ?  kita  ko ntak DM   kuy.. D kemon lg woey .. Baju2 Bali  art matket  Legian_Kuta. 👉#lapakdonadam *Survive  https://t.co/Ig9FjR1cAY,positif
"@geloraco Ada yg di masa peralihan PSBB, udah bayar denda , masih aja di Penjara....   Ini di masa PSBB , cuma minta maaf? 🤢🐸🔨 Mblegedez bedez kou rapiamat",negatif
"Rindu pilkada  Gaada covid gaada psbb gaada masalah.  Ah sial, ayah ibu mengapa aku terlahir WNI :(  Indonesia itu memang ""indah"" Tetapi sistem nya busuk!!  Negri ini tidak baik baik saja Mengheningkan cipta mulai🥀 #GWSAISENODNI🇵🇱 #coronagblk #panjangumurrakyatindonesia #wawewow",negatif
@c4cah Iyaa jalan2 ayu lagi psbb,positif
Jadi kapan kita kemana gitu  Eh lupa psbb yak:(,negatif
Pengen dateng ke chuseyo tapi lagi psbb begini,netral
"@bdngfess Biasana aya pos check point di cibiru,, rpi ayena mah teu aya a,, teterang da psbb tpi teu aya check point2 an nu kitu",netral
"Hallo Sahabat Twit #SaudagarMinang @RslamSaudagar Solusi buat km yg saat ini PSBB &amp; WFH  PO makanan Ranah Minang, Rendang, Dendeng , dll sekrng buat Stock dikulkas km.  Yuukk DM sekarng atau  https://t.co/IJv9Ica3U5  #PewirausahaPemula @OfficialAsoppsi  @ajeng_cute16  @mac4n_utara  https://t.co/0qWKArKAWW",positif
@UnnesLakNdasmu PKM opo PSBB lur ?,netral
@IbuNe_neng please bantu follow akun  https://t.co/93CQq1giL6 untuk meningkatkan ekonomi pedagang kecil ditengan psbb 🙏,positif
Kucing ikut psbb,netral
@shelyarrr psbb ga kaya psbb kok🤣,netral
"@applepie_ciel Di rumah aja, psbb 😳",positif
@yfebrian05 Dirumah saja. Semua tempat nongkrong juga di obrak. PSBB,positif
jogja PSBB ??  jogja yo PSIM lah.,netral
@krishnacahaya Tapi psbb iso gk sih merono ? Kwwkkwwk,netral
@JogjaUpdate DIY tidak menerapkan PSBB tapi PPKM...bedo tulisan yo tetep bedo 😀😀😀,positif
"Awal tahun yang cukup meresahkan,  PSBB lagi, pesawat jatuh, syeh ali jaber meninggal, ulama besar meninggal, gempa bumi dan terlalu banyak air mata yang keluar...",netral
@mlgcollegefess PSBB rasa ga PSBB.,negatif
"Buset paling deket di batu, sidoarjo surabaya gaada, efek psbb ya 😥  https://t.co/ejbpqqJbAp",negatif
terimakasih psbb saya puyeng mau pelantikan gimana:)),negatif
Kl naik kereta ke jakarta gausa pake anti gen gitu kan ? Mau tanya aja skrgkan masuj psbb lg :),positif
"Nyusahin aja nih PSBB kontol, diatas jam 9 susah beli apa apa.",negatif
Habib Bahar langsung kalian Tahan dan penjarakan karena langgar PSBB... Sementara yang SONO kalian diskusi dulu 😭  https://t.co/BVlsdQ2eE5  https://t.co/vKzV62ePQB,negatif
"@ab_sadewa Astaga kelewat bacanya kemaren :))) Iya Malang PSBB, tapi ya nggak ngaruh buat aku karena remote freelance worker juga mas, tetep aja kerja selalu dasteran 🙈",positif
@lunaalullaby Apalagi bentar lagi ada psbb Jawa-Bali makin banyak yg memanfaatkan WFH buat liburan,positif
@revi_r7 @RoystonRDrenthe Can beres PSBB na,netral
Pembatasan Sosial Berskala Besar (PSBB) Proporsional berlaku pada 11 sampai 25 Januari 2021.  @ridwankamil @jabarprovgoid @KemenkesRI @Kemendagri_RI   https://t.co/3gkbZ0SpLp,positif
"Hari ini Kabupaten Sukoharjo sudah mulai PSBB karena @sukoharjo_kab memilih memulai lebih awal dari jadwal, its okay",positif
PSBB Jawa - Bali Pengurangan jam kerja  Noted : tidak berlaku untuk Indonesia Bagian PT ku 😴,netral
Liat orang foto prewed di studio tema nya pakai APD hazmat itu uda siap PSBB kali ya? Terharu,netral
"Rek maringene kan onok PSBB Jawa-Bali, nah Pasuruan kenek PSBB pisan nggak?",netral
"20 daerah di Jawa Barat akan melaksanakan PSBB Proporsional.. #StayTuned!  ~ #SenyumPagi ""Semangat Menyambut Pagi"" Jam 6-9 pagi w/ @diaryjeanmarlon!  (((ON AIR))) on 98,8 Raka FM Bandung  https://t.co/4UraAtT6D7",positif
"Ohh pantesan disuruh balik ke Batam, Jawa sama Bali mau PSBB ya? Pantes abang pulang juga",positif
"Pada kebijakan PSBB, kepala daerah mengusulkan pembatasan aktivitas masyarakat kepada Menteri Kesehatan berdasarkan kriteria yang telah ditentukan. Sedangkan pada PPKM, pembatasan ditentukan oleh kepala daerah.  Tautan:  https://t.co/4ryhWNdsSh",positif
"Wisuda offline pun sudah di rancang, anak anak sudah membayar, tempat sudah kami sediakan, makanan sudah kami atur dengan test kesehatan yang juga sudah kami sediakan H-2 sebelum acara. Dan ternyata PSBB sejawa bali :))) maka offline wisuda pun dipukul mundur. Tanggalnya.",netral
"psbb diperpanjang, gabisa keluar rumah, bokek, yg biasanya gapunya uang keluar cuman jalan ke taman sekarang SENGSARA DI RUMAHAJA 😘👎",negatif
@monstaaw Bukannya belasan lg psbb?? Harus dong 👉👈,netral
Belum jadi liburan udh PSBB lagi aja,negatif
Inilah 20 Daerah di Jabar yang Terapkan PSBB Pada 11-25 Januari  https://t.co/sf6RGHLxX5,positif
Mari kita lihat psbb besok senin....,netral
@JatimFess lek saiki mlaku kn durung psbb psbb tgl 11,netral
PSBB 11-25 Januari Penindakan di Kota Bandung Bakal Lebih Tegas  https://t.co/yR8yrqgKrO,positif
@FWBESS Lagi psbb ngabbb,netral
@R_JPN_IDN あら、てっきり東京に負けたと思ってましたが、さすがジャカルタ…って、こちらもPSBB強化で流れは一緒だなあ,netral
"Udah ada informasi terkait psbb lagi dari 11-25 jan ini. Tapi kantorku kok adem ayem gak ada aksi apa-apa yah.  Ya bukannya mau males-males dirumah, namanya org was was kan piye.",netral
Yo merapi Yo covid 19 Yo PSBB Yo ra duwe duwit Yo merindukanmu barang (Pokok e komplit),netral
Ternyata Kebijakan PSBB Serentak Jawa-Bali ala Pemerintah Pusat Datang dari Usulan Anies Baswedan    https://t.co/hE2fv8rrMw,positif
"Boleh bertanya &amp; silahkan koment ya.  Apa betul data penderita covid akurat sekali? Apa tidak ada data mark up? Yg sakit lain trus pukul rata menjadi covid krn gejala sama? Krn semua butuh makan &amp; kerja, kalau dibatasi dgn alasan psbb/ppkm krn data pasien covid yg salah! Gimana?",netral
@ekowahyuis Habis pilkada terbitlah PSBB cuk. Politik kekuasaan iku,netral
"cuk lah ngampet meneh muleh, psbb gak tanggung tanggung JAWA - BALI",netral
"PSBB sampai tahun 2024,lanjut lockdown sampai 2030 👀🤒",netral
"✅  KOTA TANGERANG,  https://t.co/WyGTDLIwxe — Wali Kota Tangerang, Arief R. Wismansyah menerbitkan Surat Edaran terkait Pembatasan Sosial Berskala Besar (PSBB) sebagai tindak lanjut…  https://t.co/oJlP47oMB9 #Featured #KotaTangerang #JamOperasional #mendagri Selengkapnya ⬇⬇⬇  https://t.co/qXzA16p1n6",positif
"psbb dah mulai minggu depan, kasus makin banyak aja, degdegan takut batal akhir bulan ke bali :(",negatif
"@JatengOpini @ganjarpranowo Lebih fokus ke kaosnya, apa karena psbb lg?",netral
"Terapkan PSBB Lagi, Pengamat: Pemerintah Plin-plan  https://t.co/dITcVXclbZ  #JayaDenganSyariahKhilafah #UmmatIslamHarusBersatu #MariLawanSemuaKezaliman",negatif
"@SiregarZayyan Coba liat warganya sendiri gimana pak? Waktu awal pak anies mau psbb ketat, tapi bapak Presiden malah mempersilahkan masuk wisman ke Indonesia dengan dalih Diskon perjalanan",negatif
@shifacipul Psbb,netral
berarti kalau tanggal 11 psbb sekolah offline gajadi?,netral
"""PSBB lagii.. terus karyawan banyak yang positif covid. Belum berani ngomong ke Jepangnya""  . Susah kali hidup di jaman dengan kondisi seperti ini, habis tabunganku lama-lama seperti ini.  Umur makin tua kondisi makin ngaco, kasian orang tua doang lama lama begini.",negatif
@haristati Tadinya dia mau pulang dok .. tp kena psbb dan wajib pcr.,netral
Berikut daerah yang harus menjalankan pembatasan kegiatan masyarakat / PSBB Jawa Bali:   https://t.co/7345ZJ2GBh @KontanNews,positif
"Pengetatan Kembali PSBB, Akhir Pekan Ini Rupiah Melemah Ditutup Rp14.020 Per Dolar AS -  https://t.co/8j0jRYfB2n",positif
Yo Merapi Yo covid-19 Yo PSBB Yo radue duit Yo iseh merindukanmu barang (Komplit pokok e?,netral
ya allah gue baru aja kerja udh psbb lagi:),netral
@kthsdd Iyakayaknya. Jiwa wibu gw tertidur kelamaan. Tar gw cek cek deh anime jaman sekarang apaan. Belom gabut soalnya. Di jakarta mah udah Tapi kayaknya udah tutup lagi sih psbb lagi,netral
@kanashiiotoko_ Wes gausah balik psbb,positif
minggu depan udh psbb lagi wkwkwkw,positif
Mohon info dulur pendengar @e100ss selama PSBB mulai tgl 11 Januari 2021 besok untuk penumpang pesawat lokal yang turun di bandara Juanda apa wajib isolasi mandiri? Tks infonya,netral
Back to the wahoo kickr........covid naik dimana2. Zona merah dan PSBB lagi.,negatif
"Dengan angka positif covid yang meningkat, setuju atau tidak PSBB kembali diterapkan di Makassar ??? #PagiIndah",netral
"Ga sengaja denger ownerku bilang ke GM via telpon ""Pak, pokoknya saya gamau ada karyawan yg di layoff gara2 PSBB ini ya, titik""  Langsung mellow🥲",netral
Pagi yg indah sebelum PSBB . #Pagi-pagi #PSBB #MorningSeex  https://t.co/b5LQNOT1h8,netral
@VICE_ID Ga ada psbb kontol,negatif
Karena kerja efektif itu: - perpanjang psbb berkali-kali - perpanjang isolasi Covid  - bongkar pasang jalur sepeda - beri lalu tarik penghargaan,netral
[askrl] psbb gini bisa naik krl ga ya??,netral
"Min @infomalang ada info kah, selama psbb dari tanggal 11 - 25 ini untuk pengurusan SIM bagaimana ya?",netral
Udah agak rame eh psbb 😌  https://t.co/IHM6dNitTi,negatif
"@PartaiSocmed Emang taek, dr awal korona pemerintah terkesan sepele, knp dr awal kita gk lockdown aja se Indonesia raya, malah memberlakukan psbb lokal, eh skrg psbb lagi, negara lain sudah mulai bangkit indonesia malah makin parah",negatif
HABIS PSBB TERBIT PPKM!! APALAGI INI?!  https://t.co/TUU4iiGFwm via @YouTube terus terusan main kata kata,negatif
@horanyie Yg psbb kabupaten doang apa kota jg,netral
smpe jg bandara ..ada bbrpa drama krena peraturan PSBB hri ini dan pda marah2 dan bingung mrka ga bwa hasil test yg di wajibkan apa dan bagaimna...  https://t.co/D3bK1EtaJc,netral
@horanyie Emg udah mulai psbb????,netral
Skip dulu deh opening warung... Klu jd psbb ya gak jd cuan gue kakak 😑😑😑,negatif
yea im into PSBB  Pilih Suka Bayar Bungkus,netral
Istilah baru lagi PPKM gantiin PSBB... Elah,netral
Dukungan Warga Jadi Kunci Sukses PSBB Jawa-Bali  https://t.co/I720PCQzkf,positif
Nggonku rep psbb 😌  https://t.co/3Wv7jgZcCV,netral
Perbedaan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) dan Pembatasan Sosial Berskala Besar (PSBB)  https://t.co/FuqzLGZ1YB,positif
Ternyata Kebijakan PSBB Serentak Jawa-Bali ala Pemerintah Pusat Datang dari Usulan Anies Baswedan    https://t.co/4sEiROVPOq,positif
Dukungan Warga Jadi Kunci Sukses PSBB Jawa-Bali  https://t.co/60u2w4deUH  https://t.co/g58H2zkQKP,positif
"Pemerintah lagi-lagi ""bersilat istilah"": PSBB (pembatasan sosial berskala besar), PSBB transisi, micro lockdown, dan terakhir PPKM (pemberlakuan pembatasan kegiatan masyarakat). Apakah untuk menghindari ""berskala besar"" yang bertujuan menyelamatkan ekonomi?",netral
Besok tanggal 11 jadi PSBB ? Pemerintah ki kok aneh yo bukan e lebih efektif kalau PSBB ki pas Nataru kemarin yang jelas” orang” pada liburan dan menciptakan kerumunan. Kok malah pas hari” biasa seperti ini malah PSBB,negatif
"Bangun pagi, dan baca berita tabanan tgl 11 psbb. Niat pengen ngopi dan bahas 😏  https://t.co/kw9NeFGXZ3",netral
@txtdrpemerintah iye kaga lockdown tpi psbb,netral
Setuju. Apalagi dalih pemerintah tak pakai istilah PSBB: supaya tidak menimbulkan kesan pembatasan secara masif di wilayah Jawa dan Bali. Ini kan argumen kocak.,positif
kalo psbb nya tgl 11 sampe 25 kaya pemerintah nyuruh yg kemarin liburan buat karantina dirumah aja tapi sekaligusin aja semuanya hehe kaya.....ya pemerintah mendukung acara liburan2 kemarin?????☺,negatif
"BUKAN PSBB, PEMERINTAH KENALKAN ISTILAH PPKM  Pemerintah berencana menerapkan kembali pembatasan di wilayah Jawa-Bali, kali ini bukan Pembatasan Sosial Berskala Besar (PSBB) melainkan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM).  https://t.co/jGNcue5U1F",positif
"Besok psbb, panen panen meria",netral
"@Rzyow PPKM bos, dak lgi PSBB wkwkwk",netral
"PSBB Jawa-Bali: Wali Kota Solo Akhirnya Terbitkan SE, Ini Poin-Poinnya  https://t.co/DHFguQjhVv  https://t.co/2l7i1VGt7h",netral
@jasukefullkeju Jazakillahu khairan infonya. Tapi psbb lagi 😅,netral
PSBB setelah Pilkada 😂😂,netral
"@DivHumas_Polri Kebanyakan istilah... New Normal, PSBB, PPKM... Terakhir nanti PSPB (Pendidikan Sejarah Perjuangan Bangsa)....harusnya dari awal ketika yang terpapar masih sedikit, langsung karantina wilayah atau apalah istilahnya serentak semua...",negatif
"Perbedaan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) dan Pembatasan Sosial Berskala Besar (PSBB)  Sobat Polri, seperti yang kamu tahu, beberapa hari lagi sejumlah daerah di Pulau Jawa dan bali akan menjalani kebijakan pembatasan kegiatan dalam rangka menekan covid-19.  https://t.co/lEiaWHhpKV",positif
Dari SE tetep ya terlihat gak tegas bagi pengguna kendaraan pribadi. Hanya pemeriksaan acak dan bila diperlukan. Keknya bakal percuma nih PSBB jawa-bali 😔,negatif
@KediriFess PSBB,netral
@Yuppydino Serius mau psbb lg 😳 ?,netral
"Di Jawa Barat ada 20 Daerah Akan Terapkan PSBB Proporsional, Ini Daftarnya  https://t.co/DS88VWLpCK",positif
@gusediii Rambang psbb! Masih kel tetep megae wkwk,netral
@hellbilliess Karangasem be psbb sebelum corona wkwkwk,netral
@sygayumi PSBB Perasaan Saling Berdebar  Berdebar,netral
Pagi pagi ngeliat berita tentang saham besok tanggal 11 besok kan lagi psbb tuh ya pada turun semua tuh harga saham yok buruan yang belum seroookk di harga bawah serookkk guys di tunggu indikator merah nya 😂,positif
"Pak @aniesbaswedan pak @jokowi @DKIJakarta pasti ada saja perusahaan/kantor yg 'ngga rela' dg policy PSBB 11-25 Jan 2021, dan bisa 'jabat tangan' dg pengelola gedung. Skrg yg penting law enforcement kpd pengelola gedung juga. Kondisi skrg sdh ngga bisa kasih toleransi lagi",negatif
"Ada orang yang followers IG nya belasan ribu, posting pernyataan gak setuju PSBB. Katanya gak adil pemerintah bilang nakes sdh capek krn dia jg capek, protes mal tutup jam7 (dalihnya dia byr pajak), menantang cicilan dikasih diskon.  Pengen marah tapi kasian, ya krn bodoh",negatif
"PSBB Jawa-Bali, Bima Arya : Kita Akan Jalankan  https://t.co/lUjYeVkF3i  #pemkotbogor #welovebogor #bogohkabogor #bogorberlari  https://t.co/simSyGV5gI",positif
"@ifanharry @fouroclock_ Ojo traveling sek lur, jek psbb wkwkw",netral
Ridwan Kamil: 20 Daerah di Jabar Akan Terapkan PSBB Proporsional  https://t.co/gHoNSQot2v  https://t.co/IORZHHK4UL,positif
Suara Hati Ojol di Jatim Jika PSBB Jawa Bali Diberlakukan  https://t.co/ckQguw63UO  https://t.co/K26CzdxIoq,netral
"lamar apply,email send,psbb,naisu👍👍",netral
"PSBB Ganti Jadi PPKM, Bedanya Dimana?  https://t.co/fS95xhPbY2 lewat @radar_malang",netral
@awkarindeh Psbb mah 😂,netral
"Shubuh berkah, semoga malem ini ada chat masuk ""man nongki yu temenin nugas sebelum PSBB nih""  Ngimpi ajg😭😭😭",negatif
@republikaonline Yg untung yg pemerintah.....dengan tidak ada lockdown pemerintah tidak menafkahi seluruh rakyat indonesia selama di lockdown..... Psbb ini cuma akal2an utk menghindari tsbt,negatif
Akhirnya psbb menjadi alesan nolak pergi huf lagi nyaman di ruma biar ga ketemu org &amp; virus jahat🙂,negatif
psbb day one . kabeh rencana berantakan,negatif
@Detik__ Mong ga taat aturan psbb.. Dasar dah.,netral
"@RRIPro2Jogja dari yg psbb ke ppkm ,skrng ptkm , besok apalagi ya 😂 intinya tetep kerja",positif
subang otw psbb lagi uwow,netral
Selamat menjalani ibadah PSBB hari pertama😇  https://t.co/ghbnPptJWJ,positif
Psbb rasa ngga psbb ini sih,negatif
"Katanya psbb. But i still go to gym anyway, and then do the interview.. and right after that back to work like champion...",positif
ohh ini sebabnya psbb tutup lagi Awkwaoawkok,netral
Tarik terus ngak selesai2  https://t.co/bCInEajMTf  Gubernur DKI Anies Baswedan kembali menarik rem darurat dengan menerapkan PSBB ketat. PSBB itu dimulai 11-25 Januari 2021. Ini sejumlah aturan yang diberlakukan,negatif
"PSBB hari pertama di daerah kami, Gunungkidul. Selamat beraktivitas, hati-hati, jaga kesehatan, pakai masker dan jaga jarak. Jangan lupa shalat, berdoa, semoga berkah hari2mu. ❤ C'mon you know ECx. @KabarGunkid 🙏",positif
"Mulai hari pertama PSBB Jawa - Bali, semoga toko Alkohol saya makin laku di Shopee",positif
#PrayForSriwijayaAirSJ182 jam 3 muhammad ibnu dan pak sulaiman dewasa tangkap PSBB hoax ekasila  Pesawat escape capsule system Tidak dilembangkan  industri penerbangan *Cek di:*  https://t.co/8tTfIBVAJI  https://t.co/rv6J4kaYtD,netral
@ngalammenfess psbb,netral
"Dalam konteks spectrum of prevention, 6 langkah pencegahan utama perlu dilakukan secara serentak/kompak. PSBB satu langkah (keenam) dlm spectrum of prevention. Pemerintah perlu secara sungguh-sungguh jalankan 6 level dlm spectrum of prevention  Gencar 3T + Disiplin 3M + Vaksinasi",positif
welcome psbb 2.0,netral
Psbb day 1,netral
@PRFMnews Bosen min psbb wae  Ken Weh atuh manusia pan loba keneh NU hirup NU lahir ge Aya keneh,netral
"Psbb nih, aku ke kost kamu ya",netral
Mo psbb mo ppkm sama aja ni tasiun,netral
Terdepan dalam keterlambatan Korban wis okeh lagi psbb.,negatif
Bercanda ga lucu awal taun ini so far: PSBB Transisi.,netral
"@kumparan @jokoanwar senin mau di-PSBB-kan, sabtu-minggu obral tiket!🤣 seminggu kemudian banyak yg kena, alhasil PSBB yg tadnya 2 minggu bisa nambah! betul2 'strategi bisnis' yg top dari pemilik waterpark! 2 hari banyak pengunjung bisa sebulan tutup!👍👍👍🤣🤣🤣🤣🤣🤣",negatif
@selftrasssh Udah psbb sissss makanya kita kalo mau jajan di rumah siapa gitu trs gfood ajaaa🙂,netral
"PSBB Ketat Dimulai, Bagaimana Laju IHSG Hari Ini?  https://t.co/6yJWhBBM3Z",netral
@infomalang min arep tanya sido gak hari ini PSBB ? Tengkiyu min..,netral
"Hari ini adalah hari pertama pemberlakuan PPKM di Jawa dan Bali.ada yang berbeda dengan PSBB proposional yang biasanya tidak mengatur jam operasional mall dan restoran atau usaha yang sejenis, namun untuk PPKM kali ini semua daerah satu suara.semua wajib tutup pukul 7 malam",positif
apa itu psbb? aku tetap berangkat bekerja 😥,netral
"info wilayah yg psbb, ada pembatasan jalanya gak? takut kl k kmps knk stop :(",negatif
"2minggu ke depan gak dolan dulu, kena imbas psbb 🤭🤭",positif
Habis pilkada terbitlah PSBB,netral
"Pas bangun mikir, kenapa gak ada yang bangun apa mereka gak kerja l Trus sadar sekarang psbb, hanya aku yang kerja 😂😂😂",positif
me ketika sudah memasuki masa  psbb tetapi belum ada pembagian jadwal wfh/wfo  https://t.co/12K4CPlbOo,netral
PSBB yak.. ? KRL bates akhir jam berapa ya ?,netral
"selamat pagi, semangat beraktifitas kembali.  mulai PSBB lagi ya?  gapapa, tetep patuhi protokol kesehatan, pakai masker kemana-mana. kalo gk penting bgt jangan kluyuran sampe larut malam.  stay safe dan saling mengingatkan buat kebaikan dan kesehatan kita smua ya 🌻✨🤗",positif
Covid-19 part II PSBB (again),netral
"Covid ga nyampe sono boss @KemenkesRI ?    Coba merata dong prihal PSBB atau apalah itu @DKIJakarta @BPBDJakarta .    Sekolah suruh di rumah. Tapi tempat liburan, mall masih rame ya sama aja boong..  Pak @jokowi tolong di bina anggota bapak tu.. RESAH SAYA",negatif
smangat psbb lagi uhuy,netral
Ingat! 20 Daerah di Jabar Kembali Berlakukan PSBB Proporsional Mulai Hari Ini  https://t.co/uwuy7QuoTi  https://t.co/mAd59u1pxS,positif
"PSBB di Jakarta diberlakukan sesuai PPKM di Jawa-Bali, yakni pada 11-25 Januari 2021. Berikut aturan lengkap selama PSBB di Jakarta.  https://t.co/BGMAFkHeS8",positif
Hari pertama PSBB Jawa Bali ya? banyak yang turun gk ya?,netral
@sapesih Jkt kmrn aku pas setelah lebaran kesana psbb ya biasa aja ki bedanya mung tempat umum pembatasan kursinya sangat ketat dan ga boleh berlama lama di tempat makan atau tempat umum gitu,positif
"@safari_prigen tes min,, apakah psbb ada pembatasan apa aja disitu,...",netral
PSBB lagi nih?,netral
"Kodim Karanganyar Danramil, Kapolsek dan Bpk Camat Gondangrejo bersama anggota melaksanakan Sosialisasi PSBB di kantor camat Gondangrejo dilanjutkan patroli/sosialisasi di wilayah Gondangrejo  https://t.co/CxfSA8ztBF",positif
Ini PSBB lagi jadi..?  Mau berangkat ke kamar mandi aja berat gini..  Dasar kasur posesif banget wkwkwk,netral
@bektinoorh Ra sido psbb bu? 😁,netral
"wiihh day 1 PSBB, jgn lupa dalgona coffeenya kakakk xixixi🙃",positif
PSBB has been beginning again?,netral
@listy9021 Iyo-i semangat ... pas banyak kegiatan pas PSBB .. jiaan 🙏,netral
"@FajarPras_ @ibda_pandu Eh serius psbb a ndrong, metu nang pare sek iso ga?",netral
"Kodim Karanganyar Danramil, Kapolsek dan Bpk Camat Gondangrejo bersama anggota melaksanakan Sosialisasi PSBB di kantor camat Gondangrejo dilanjutkan patroli/sosialisasi di wilayah Gondangrejo.  https://t.co/rpATH0BW2C",positif
"min @CommuterLine  untuk masa PSBB, KRL tujuan Bogor dari St. Tebet terakhir jam berapa ya?",netral
baru aja sampe sini kemarin eh tiba2 nih hari psbb✊🏻🔫,netral
"@cloudqbyys Ke jogja sini, tapi psbb",netral
Pergantian shift malem ke pagi di awal psbb,netral
PSBB dimulai :'),positif
"Alhamdulillah masih bisa kerja, meski psbb~",positif
"Baru melek, dapet sapaan jadwal. Selamat pagi PSBB, yoh bisa yoh nyanyi lebih lantang. Lebih menantang loh ini  https://t.co/aJdQM0mlaW",positif
psbb ppkm pkn ips ipa halaa mbo,netral
Selamat pagi psbb ya ke 17482728927383x nya. Semoga psbb kali ini tidak ada teman² pekerja yg terkena PHK. Dan yg sedang wfh jgn lupa mandi pagi dan don't forget to take a breakfast,positif
